vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,label
-0.7483766078948975,-2.148200035095215,0.935787558555603,0.539723813533783,-0.8943607211112976,-0.493416965007782,1.4248162508010864,0.42138180136680603,-0.2741558849811554,-0.7638481259346008,0
0.06920584291219711,-0.12403292208909988,0.777294933795929,0.8633381724357605,0.3630935549736023,0.3053129315376282,0.6822192072868347,0.06831002980470657,-0.23464640974998474,-0.2769230604171753,0
-2.2829413414001465,0.7299979329109192,0.4571584165096283,0.6294494867324829,1.3894344568252563,-0.6881829500198364,1.575813889503479,1.1651387214660645,-0.50227290391922,-1.71338951587677,1
-0.32186344265937805,0.6418803930282593,1.1878825426101685,0.886513352394104,-0.07691891491413116,0.2099822461605072,0.9877126812934875,0.2040344625711441,-0.5082836747169495,-0.7383782863616943,0
0.4518486261367798,-0.49174779653549194,0.8423776030540466,-0.02793066017329693,-0.4538578689098358,-0.2719671130180359,0.6405730843544006,0.294337660074234,-0.6590046882629395,0.09916967898607254,0
-1.8370516300201416,0.002603756031021476,0.7365365624427795,-0.2114158719778061,-0.5448707342147827,0.787144124507904,1.218569040298462,0.09819750487804413,-1.0655893087387085,1.2907480001449585,1
-0.28128039836883545,0.6762316226959229,1.1766458749771118,-0.003377235494554043,-0.014474721625447273,0.5084646344184875,0.09387806802988052,0.4823557138442993,-1.0575509071350098,0.2512471675872803,0
-1.2718427181243896,-0.6397615671157837,-0.19374893605709076,-0.2538292706012726,0.17040899395942688,0.4039500057697296,1.6072992086410522,1.0653860569000244,-1.2558417320251465,-2.0973095893859863,0
-1.3447773456573486,0.4598080813884735,1.231064796447754,0.22459016740322113,0.32468146085739136,0.04175732284784317,0.0687762200832367,1.9583866596221924,-0.7116888165473938,-0.5700288414955139,1
-1.1015688180923462,-0.19990819692611694,-0.6545979380607605,0.02870114892721176,1.2918623685836792,0.746875524520874,1.5564895868301392,1.306455135345459,-0.8351572751998901,-1.628951907157898,1
0.11694430559873581,-0.7627699375152588,0.5696649551391602,-0.2904961407184601,-0.11422982066869736,-0.6838024854660034,1.3915001153945923,0.8778243064880371,-0.8080700635910034,0.7248289585113525,0
-2.3509163856506348,0.427927702665329,0.6444660425186157,1.5116649866104126,1.4781659841537476,0.326599657535553,1.3812271356582642,1.6061391830444336,-0.6208905577659607,-1.2534162998199463,1
-2.5271873474121094,-0.02462032064795494,0.1979319155216217,0.552479088306427,0.6312749981880188,0.7909655570983887,1.1754651069641113,1.303015947341919,-0.6385295987129211,-1.7948272228240967,1
-0.015387470833957195,0.7221799492835999,-0.7582880258560181,0.09715264290571213,0.2048712968826294,0.1598413586616516,1.6468377113342285,1.088092565536499,-1.108199954032898,0.11505312472581863,0
-0.4634248614311218,-0.514568567276001,1.0218158960342407,0.11584383994340897,0.06244080141186714,0.045420944690704346,0.43972450494766235,0.20345090329647064,-0.3533268868923187,-0.6792998909950256,0
-1.395531177520752,0.37696191668510437,-0.42166346311569214,0.18632850050926208,1.2714155912399292,0.22453847527503967,1.438189148902893,1.788262128829956,-0.07640312612056732,-0.7827074527740479,1
-0.07148627936840057,-0.27438095211982727,0.7999066114425659,0.47149792313575745,-0.3998849093914032,0.5048279762268066,0.5078345537185669,0.11308826506137848,-0.7989603281021118,-0.4581495523452759,0
-0.5487741231918335,-0.028815826401114464,1.5649356842041016,0.7081472277641296,0.003604341298341751,-0.07839445024728775,1.207126259803772,-1.2003653049468994,-0.6068682074546814,0.7709589004516602,0
-0.044351328164339066,0.1843208372592926,1.0743166208267212,0.6209162473678589,-0.7255086898803711,0.34890785813331604,1.0115870237350464,0.6969724297523499,-0.5566191077232361,0.13852594792842865,0
-1.4032891988754272,-0.3869144320487976,0.7371020317077637,0.6876411437988281,1.0106827020645142,0.664519727230072,0.3954881727695465,0.20796160399913788,-0.546454131603241,-1.094442367553711,1
0.38380932807922363,0.1508054882287979,-0.039033301174640656,0.047696128487586975,0.24467191100120544,0.12406544387340546,0.6290596127510071,-0.3242669105529785,-0.7064684629440308,0.03911430388689041,0
-0.9683683514595032,-0.003029904793947935,-0.032821521162986755,0.8075294494628906,-0.3493559658527374,-0.03472033515572548,1.0584702491760254,-0.012686226516962051,-0.8762384057044983,-0.20078469812870026,0
0.3750605285167694,0.16602838039398193,-0.3354499340057373,2.0810372829437256,0.37470901012420654,0.4779159724712372,0.9524672031402588,-0.8720697164535522,0.06983116269111633,0.8852450847625732,0
-0.3160194456577301,-1.2307116985321045,1.6839112043380737,0.6252451539039612,0.07366057485342026,-0.3535783290863037,1.8338069915771484,0.33088526129722595,0.3792806565761566,-0.1371014267206192,0
-0.14429619908332825,0.10630239546298981,0.3291647136211395,0.54730224609375,-0.024189701303839684,-0.11228737980127335,0.5887918472290039,0.5482564568519592,-0.475033700466156,-0.3342834711074829,0
0.6575266122817993,0.4097157418727875,0.5160287618637085,0.47725343704223633,-0.41184306144714355,1.5313948392868042,1.1150175333023071,0.5089640021324158,-1.7164057493209839,0.45777246356010437,0
0.31176233291625977,-0.3761428892612457,0.3535690903663635,-0.07995317131280899,0.3607655167579651,0.22155936062335968,0.27322250604629517,0.3023005723953247,-0.6863347291946411,-0.245601087808609,0
1.3202401399612427,0.14248774945735931,-0.7337011098861694,-1.9096959829330444,1.0222443342208862,0.591897189617157,0.9949185252189636,1.129327416419983,-1.5183076858520508,-0.5816537141799927,0
0.5396637916564941,-0.8657274842262268,-0.37834781408309937,0.12454888969659805,-0.25900113582611084,0.7066238522529602,0.9689345955848694,0.6491037607192993,-0.191951185464859,-0.04106011986732483,0
0.4499182403087616,0.6183932423591614,1.6631051301956177,-0.12490686774253845,0.2397184520959854,0.21755021810531616,0.2407088279724121,0.5194653272628784,-1.1599797010421753,-0.5151180028915405,0
0.279585063457489,0.30218130350112915,0.30006131529808044,-0.2980862855911255,0.1120811253786087,-0.7253345251083374,-0.13644786179065704,0.7355713844299316,-1.8502542972564697,-0.002841381588950753,0
1.360026240348816,-1.3300172090530396,2.0659618377685547,0.4183879792690277,-1.0298486948013306,-0.9969170093536377,1.3887583017349243,0.401947021484375,-0.9173191785812378,-1.2655456066131592,0
-0.1691010296344757,0.14348243176937103,0.9524491429328918,-0.062356311827898026,0.14008285105228424,0.5456972122192383,0.6287780404090881,0.3548360764980316,-0.23365060985088348,-0.11980271339416504,0
-0.8573472499847412,-0.144346222281456,-0.17475654184818268,-0.02605562098324299,0.7251800298690796,-0.6922866106033325,1.6605347394943237,0.5111581087112427,-1.6192220449447632,-1.295759916305542,0
-1.318336009979248,-0.27465587854385376,-0.06843657046556473,-0.1948997676372528,1.3608359098434448,0.02492097206413746,0.14993031322956085,2.7825393676757812,-0.2961219251155853,0.0558229461312294,1
-0.511436402797699,0.23132070899009705,0.234002023935318,2.0872952938079834,-0.3877207934856415,0.6474832892417908,1.736517071723938,-0.6595857739448547,-0.5862991213798523,0.4453461766242981,0
0.26506736874580383,-0.6518317461013794,-0.16038493812084198,0.3708536624908447,0.47027483582496643,0.19951613247394562,0.41972455382347107,0.7980218529701233,-0.622201144695282,-0.6229653358459473,0
-0.26705202460289,0.0718517154455185,0.9730313420295715,-0.2440796196460724,-0.4019462764263153,0.5861222743988037,0.5492018461227417,0.767124354839325,0.07971923053264618,0.0013728307094424963,0
-0.3027579188346863,-0.12519080936908722,0.7287601828575134,0.16964291036128998,0.23458579182624817,0.3214832544326782,0.6096439361572266,0.04614458605647087,-0.40580812096595764,-0.16756591200828552,0
0.489671528339386,0.8118622303009033,0.061307210475206375,-0.016540242359042168,0.4021613299846649,0.22715207934379578,1.030283808708191,-0.06142522394657135,-1.2059614658355713,-0.12246477603912354,0
-0.6294121146202087,0.4475339651107788,0.204058438539505,-0.13892938196659088,0.4797113537788391,-0.03308625891804695,0.5150339603424072,0.46025004982948303,-0.9532799124717712,0.42760786414146423,0
1.851475477218628,-0.12551970779895782,1.0396500825881958,-0.8706085681915283,0.5172563791275024,0.07955696433782578,0.18666298687458038,1.0116633176803589,-1.2998156547546387,-1.0071280002593994,0
-1.8832619190216064,-0.0043965172953903675,0.27182555198669434,0.7688764929771423,2.4603350162506104,0.3411479592323303,1.2453110218048096,1.9132221937179565,-1.0266553163528442,0.17539818584918976,1
-0.2222662717103958,-0.1421954184770584,0.6907234787940979,-0.1260112226009369,0.1698700189590454,0.07911520451307297,0.2227811962366104,0.1071195900440216,-0.47194704413414,-0.2701619267463684,0
0.12336128950119019,-0.34654226899147034,0.7106466293334961,-0.5437772274017334,-0.3507134020328522,0.16869111359119415,0.4053204655647278,0.3107663094997406,-1.1568098068237305,-0.3677878975868225,0
0.01975439488887787,-0.056525662541389465,0.3204168975353241,0.4757232666015625,0.4634263813495636,0.3744528293609619,0.0751216858625412,0.2675447463989258,-0.635215163230896,-0.23666495084762573,0
-0.4321546256542206,0.6691182851791382,1.3384002447128296,0.442897766828537,-0.3967071771621704,0.41571900248527527,0.5104257464408875,0.958581805229187,-0.22880171239376068,-0.4195709824562073,0
-0.32781824469566345,-0.22934883832931519,0.4170334041118622,0.33257827162742615,0.20336641371250153,0.4327676594257355,1.2007687091827393,-0.17708131670951843,-0.35454919934272766,-0.02503768727183342,0
0.42421069741249084,-0.048991791903972626,0.8136304616928101,0.2995070815086365,-0.09392675757408142,-0.5672283172607422,0.6022680401802063,0.9731680154800415,-0.5474063158035278,0.3001314401626587,0
0.0046554189175367355,0.007274089381098747,0.7924616932868958,-0.15497063100337982,-0.47910454869270325,0.2139226496219635,0.7429741621017456,0.45994508266448975,-0.9979202747344971,-0.0012129630194976926,0
0.17064939439296722,0.55434650182724,0.4037691652774811,-0.09349208325147629,-0.2934207022190094,-0.14688487350940704,0.4468725323677063,0.31146445870399475,-0.8528901934623718,-0.251335084438324,0
-0.2722032964229584,-1.4119166135787964,0.3606399893760681,-0.07901955395936966,-1.5545992851257324,-0.7017654180526733,0.5401557087898254,1.0533967018127441,-1.7440998554229736,-0.9678996801376343,0
0.5731720328330994,-0.3365767300128937,-0.33132243156433105,0.1068386510014534,-0.18185369670391083,-0.39741089940071106,0.1909375935792923,1.490464210510254,-0.7438733577728271,0.47447651624679565,0
2.7700016498565674,-1.261189579963684,0.8750267624855042,-0.4880468249320984,-0.38868847489356995,-0.9541062116622925,1.489432692527771,1.0658982992172241,-2.1609599590301514,-0.4138815701007843,0
-2.0697004795074463,-0.7518979907035828,1.2772200107574463,-0.0004231189377605915,1.5368543863296509,0.903723955154419,1.1094226837158203,1.0670357942581177,-1.4154045581817627,-1.7582039833068848,1
